"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8410","Тест создания пользователя.","tests","Fri Aug 15 13:50:20 MSK 2025","passed","Fri Aug 15 13:50:28 MSK 2025","","test_general","",""
